iso3c,country_name,year,spar_all,spar_cap1,spar_cap2,spar_cap3,spar_cap4,spar_cap5,spar_cap6,spar_cap7,spar_cap8,spar_cap9,spar_cap10,spar_cap11,spar_cap12,spar_cap13,spar_cap14,spar_cap15,spar_inst_core
USA,United States of America,2017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0
USA,United States of America,2018,91.0,100.0,100.0,80.0,100.0,93.0,100.0,60.0,100.0,100.0,100.0,90.0,80.0,80.0,,,96.0
USA,United States of America,2019,92.0,100.0,100.0,80.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,80.0,80.0,,,96.0
USA,United States of America,2020,92.0,100.0,100.0,80.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,80.0,80.0,,,96.0
USA,United States of America,2021,91.0,80.0,93.0,100.0,92.0,100.0,80.0,100.0,93.0,100.0,87.0,93.0,80.0,100.0,80.0,80.0,90.6
USA,United States of America,2022,91.0,80.0,93.0,100.0,92.0,100.0,80.0,100.0,93.0,100.0,87.0,93.0,80.0,100.0,80.0,80.0,90.6
USA,United States of America,2023,91.0,80.0,93.0,100.0,92.0,100.0,80.0,100.0,93.0,100.0,87.0,93.0,80.0,100.0,80.0,80.0,90.6
USA,United States of America,2024,84.0,70.0,93.0,60.0,92.0,100.0,90.0,100.0,73.0,100.0,53.0,93.0,80.0,100.0,80.0,80.0,69.8
VCT,Saint Vincent and the Grenadines,2010,,,,,,,,,,,,,,,,,
VCT,Saint Vincent and the Grenadines,2011,,,,,,,,,,,,,,,,,
VCT,Saint Vincent and the Grenadines,2012,35.0,,46.0,75.0,60.0,10.0,,,81.0,41.0,100.0,40.0,,,,,75.5
VCT,Saint Vincent and the Grenadines,2013,58.0,50.0,83.0,80.0,89.0,36.0,57.0,60.0,81.0,45.0,100.0,67.0,8.0,,,,78.8
VCT,Saint Vincent and the Grenadines,2014,49.0,75.0,73.0,80.0,66.0,53.0,43.0,20.0,35.0,48.0,100.0,40.0,8.0,,,,72.6
VCT,Saint Vincent and the Grenadines,2015,35.0,67.0,63.0,80.0,66.0,53.0,43.0,80.0,,,,,,,,,70.0
VCT,Saint Vincent and the Grenadines,2016,65.0,100.0,67.0,70.0,94.0,28.0,71.0,80.0,76.0,72.0,100.0,73.0,8.0,,,,82.6
VCT,Saint Vincent and the Grenadines,2017,,,,,,,,,,,,,,,,,
VCT,Saint Vincent and the Grenadines,2018,45.0,40.0,70.0,20.0,80.0,73.0,60.0,80.0,20.0,47.0,20.0,30.0,20.0,20.0,,,34.0
VCT,Saint Vincent and the Grenadines,2019,49.0,33.0,70.0,60.0,80.0,47.0,60.0,60.0,67.0,40.0,40.0,20.0,20.0,40.0,,,54.0
VCT,Saint Vincent and the Grenadines,2020,,,,,,,,,,,,,,,,,
VCT,Saint Vincent and the Grenadines,2021,22.0,20.0,20.0,20.0,36.0,20.0,20.0,20.0,33.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.6
VCT,Saint Vincent and the Grenadines,2022,59.0,30.0,47.0,90.0,76.0,80.0,40.0,100.0,60.0,53.0,80.0,33.0,80.0,40.0,40.0,40.0,61.4
VCT,Saint Vincent and the Grenadines,2023,59.0,30.0,47.0,90.0,76.0,80.0,40.0,80.0,60.0,53.0,80.0,73.0,80.0,40.0,20.0,40.0,61.4
VCT,Saint Vincent and the Grenadines,2024,56.0,20.0,60.0,50.0,56.0,80.0,90.0,93.0,87.0,27.0,73.0,40.0,100.0,20.0,20.0,20.0,58.0
VEN,Venezuela (Bolivarian Republic of),2010,,,,,,,,,,,,,,,,,
VEN,Venezuela (Bolivarian Republic of),2011,46.0,75.0,73.0,55.0,28.0,10.0,57.0,50.0,60.0,,78.0,67.0,42.0,,,,68.2
VEN,Venezuela (Bolivarian Republic of),2012,78.0,25.0,73.0,80.0,94.0,80.0,86.0,80.0,90.0,50.0,100.0,87.0,85.0,86.0,,,73.6
VEN,Venezuela (Bolivarian Republic of),2013,84.0,50.0,90.0,90.0,94.0,80.0,71.0,100.0,86.0,59.0,100.0,87.0,92.0,92.0,,,83.2
VEN,Venezuela (Bolivarian Republic of),2014,87.0,50.0,90.0,100.0,100.0,100.0,71.0,100.0,90.0,59.0,100.0,93.0,92.0,85.0,,,86.0
VEN,Venezuela (Bolivarian Republic of),2015,90.0,100.0,90.0,95.0,100.0,100.0,86.0,100.0,90.0,27.0,100.0,93.0,100.0,85.0,,,95.0
VEN,Venezuela (Bolivarian Republic of),2016,94.0,100.0,90.0,95.0,100.0,100.0,86.0,100.0,90.0,94.0,100.0,87.0,100.0,85.0,,,95.0
VEN,Venezuela (Bolivarian Republic of),2017,94.0,100.0,90.0,95.0,100.0,100.0,86.0,100.0,90.0,94.0,100.0,87.0,100.0,85.0,,,95.0
VEN,Venezuela (Bolivarian Republic of),2018,74.0,73.0,90.0,80.0,80.0,53.0,80.0,80.0,73.0,60.0,80.0,90.0,40.0,80.0,,,79.2
VEN,Venezuela (Bolivarian Republic of),2019,70.0,73.0,90.0,60.0,80.0,67.0,90.0,80.0,53.0,60.0,20.0,100.0,40.0,100.0,,,59.2
VEN,Venezuela (Bolivarian Republic of),2020,74.0,73.0,90.0,80.0,80.0,67.0,90.0,80.0,67.0,60.0,40.0,100.0,40.0,100.0,,,70.0
VEN,Venezuela (Bolivarian Republic of),2021,75.0,30.0,80.0,90.0,100.0,90.0,60.0,80.0,67.0,53.0,67.0,87.0,80.0,80.0,60.0,100.0,66.8
VEN,Venezuela (Bolivarian Republic of),2022,77.0,90.0,80.0,40.0,76.0,80.0,40.0,80.0,87.0,80.0,73.0,93.0,80.0,80.0,80.0,100.0,74.0
VEN,Venezuela (Bolivarian Republic of),2023,46.0,50.0,53.0,20.0,76.0,70.0,30.0,40.0,53.0,40.0,40.0,40.0,60.0,60.0,20.0,40.0,43.2
VEN,Venezuela (Bolivarian Republic of),2024,75.0,80.0,73.0,50.0,84.0,80.0,40.0,87.0,93.0,47.0,73.0,100.0,80.0,80.0,80.0,80.0,73.8
VEN,Venezuela (Bolivarian Republic of),2025,54.0,50.0,67.0,90.0,72.0,80.0,30.0,47.0,73.0,33.0,53.0,40.0,60.0,40.0,40.0,40.0,50.0
